Index,X.1,X,Season,Episode,title,Scene,Line,Speaker,Text,Location,Region,House,Major.Char,Gender
167,167,167,Season 1,S01E01,Winter is Coming,11,167,BRAN STARK,"[Scene shifts to the royal procession approaching Winterfell. Bran sees them from his perch high atop a castle wall and clambers nimbly down to tell everyone. CATELYN and LUWIN walk to the courtyard, passing BRAN's wolf pup.]",Winterfell,The North,Stark,1,Male
168,168,168,Season 1,S01E01,Winter is Coming,11,168,CATELYN STARK,"[Scene shifts to the royal procession approaching Winterfell. Bran sees them from his perch high atop a castle wall and clambers nimbly down to tell everyone. CATELYN and LUWIN walk to the courtyard, passing BRAN's wolf pup.]",Winterfell,The North,Stark,1,Female
169,169,169,Season 1,S01E01,Winter is Coming,11,169,CATELYN STARK," Gods, but they grow fast. [Seeing BRAN on the wall] Brandon!",Winterfell,The North,Stark,1,Female
170,170,170,Season 1,S01E01,Winter is Coming,11,170,BRAN STARK, I saw the king! He's got hundreds of people!,Winterfell,The North,Stark,1,Male
171,171,171,Season 1,S01E01,Winter is Coming,11,171,CATELYN STARK, How many times have I told you: No climbing!,Winterfell,The North,Stark,1,Female
172,172,172,Season 1,S01E01,Winter is Coming,11,172,BRAN STARK, But he's coming right now! Down our road!,Winterfell,The North,Stark,1,Male
173,173,173,Season 1,S01E01,Winter is Coming,11,173,CATELYN STARK, I want you to promise me: No more climbing.,Winterfell,The North,Stark,1,Female
174,174,174,Season 1,S01E01,Winter is Coming,11,174,BRAN STARK, I promise.,Winterfell,The North,Stark,1,Male
175,175,175,Season 1,S01E01,Winter is Coming,11,175,CATELYN STARK, D'you know what?,Winterfell,The North,Stark,1,Female
176,176,176,Season 1,S01E01,Winter is Coming,11,176,BRAN STARK, What?,Winterfell,The North,Stark,1,Male
177,177,177,Season 1,S01E01,Winter is Coming,11,177,CATELYN STARK, You always look at your feet before you lie. Run and find your father. Tell him the king is close.,Winterfell,The North,Stark,1,Female
178,178,178,Season 1,S01E01,Winter is Coming,11,178,BRAN STARK,"[BRAN runs off, followed by his wolf pup.]",Winterfell,The North,Stark,1,Male
179,179,179,Season 1,S01E01,Winter is Coming,12,179,ARYA STARK,"[Scene shifts to grand entry of the king's horses and men. ARYA, wearing a helm and cloak, pushes her way into a tall wagon for a better look. In rides JOFFREY, followed by the HOUND. The other Starks wait in a greeting line.]",Winterfell,The North,Stark,1,Female
180,180,180,Season 1,S01E01,Winter is Coming,12,180,JOFFREY BARATHEON,"[Scene shifts to grand entry of the king's horses and men. ARYA, wearing a helm and cloak, pushes her way into a tall wagon for a better look. In rides JOFFREY, followed by the HOUND. The other Starks wait in a greeting line.]",Winterfell,The North,Lannister,1,Male
181,181,181,Season 1,S01E01,Winter is Coming,12,181,SANDOR CLEGANE,"[Scene shifts to grand entry of the king's horses and men. ARYA, wearing a helm and cloak, pushes her way into a tall wagon for a better look. In rides JOFFREY, followed by the HOUND. The other Starks wait in a greeting line.]",Winterfell,The North,Other,1,Male
182,182,182,Season 1,S01E01,Winter is Coming,12,182,CATELYN STARK," Where's Arya? Sansa, where's your sister?",Winterfell,The North,Stark,1,Female
183,183,183,Season 1,S01E01,Winter is Coming,12,183,ARYA STARK,[More riders with banners. ARYA scoots past her parents to get in the receiving line.],Winterfell,The North,Stark,1,Female
184,184,184,Season 1,S01E01,Winter is Coming,12,184,NED STARK," Hey,, hey, hey, hey. What are you doing with that on? [Pulls off ARYA's helm]",Winterfell,The North,Stark,1,Male
185,185,185,Season 1,S01E01,Winter is Coming,12,185,ARYA STARK, Move!,Winterfell,The North,Stark,1,Female
186,186,186,Season 1,S01E01,Winter is Coming,12,186,JOFFREY BARATHEON,"[JOFFREY rides up, SANSA smiles at him, ROBB glares at JOFFREY. The HOUND pulls up his helm. The coach carrying CERSEI lumbers in, followed by KING ROBERT. All kneel. ROBERT heaves himself off his horse. NED looks shocked at the sight of his old friend, now fat and red-faced. ROBERT signals for all to rise and looks at NED.]",Winterfell,The North,Lannister,1,Male
187,187,187,Season 1,S01E01,Winter is Coming,12,187,SANSA STARK,"[JOFFREY rides up, SANSA smiles at him, ROBB glares at JOFFREY. The HOUND pulls up his helm. The coach carrying CERSEI lumbers in, followed by KING ROBERT. All kneel. ROBERT heaves himself off his horse. NED looks shocked at the sight of his old friend, now fat and red-faced. ROBERT signals for all to rise and looks at NED.]",Winterfell,The North,Stark,1,Female
188,188,188,Season 1,S01E01,Winter is Coming,12,188,ROBB STARK,"[JOFFREY rides up, SANSA smiles at him, ROBB glares at JOFFREY. The HOUND pulls up his helm. The coach carrying CERSEI lumbers in, followed by KING ROBERT. All kneel. ROBERT heaves himself off his horse. NED looks shocked at the sight of his old friend, now fat and red-faced. ROBERT signals for all to rise and looks at NED.]",Winterfell,The North,Stark,1,Male
189,189,189,Season 1,S01E01,Winter is Coming,12,189,SANDOR CLEGANE,"[JOFFREY rides up, SANSA smiles at him, ROBB glares at JOFFREY. The HOUND pulls up his helm. The coach carrying CERSEI lumbers in, followed by KING ROBERT. All kneel. ROBERT heaves himself off his horse. NED looks shocked at the sight of his old friend, now fat and red-faced. ROBERT signals for all to rise and looks at NED.]",Winterfell,The North,Other,1,Male
190,190,190,Season 1,S01E01,Winter is Coming,12,190,CERSEI LANNISTER,"[JOFFREY rides up, SANSA smiles at him, ROBB glares at JOFFREY. The HOUND pulls up his helm. The coach carrying CERSEI lumbers in, followed by KING ROBERT. All kneel. ROBERT heaves himself off his horse. NED looks shocked at the sight of his old friend, now fat and red-faced. ROBERT signals for all to rise and looks at NED.]",Winterfell,The North,Lannister,1,Female
191,191,191,Season 1,S01E01,Winter is Coming,12,191,ROBERT BARATHEON,"[JOFFREY rides up, SANSA smiles at him, ROBB glares at JOFFREY. The HOUND pulls up his helm. The coach carrying CERSEI lumbers in, followed by KING ROBERT. All kneel. ROBERT heaves himself off his horse. NED looks shocked at the sight of his old friend, now fat and red-faced. ROBERT signals for all to rise and looks at NED.]",Winterfell,The North,Baratheon,1,Male
192,192,192,Season 1,S01E01,Winter is Coming,12,192,NED STARK,"[JOFFREY rides up, SANSA smiles at him, ROBB glares at JOFFREY. The HOUND pulls up his helm. The coach carrying CERSEI lumbers in, followed by KING ROBERT. All kneel. ROBERT heaves himself off his horse. NED looks shocked at the sight of his old friend, now fat and red-faced. ROBERT signals for all to rise and looks at NED.]",Winterfell,The North,Stark,1,Male
193,193,193,Season 1,S01E01,Winter is Coming,12,193,NED STARK, Your Grace.,Winterfell,The North,Stark,1,Male
194,194,194,Season 1,S01E01,Winter is Coming,12,194,ROBERT BARATHEON, You've got fat.,Winterfell,The North,Baratheon,1,Male
195,195,195,Season 1,S01E01,Winter is Coming,12,195,NED STARK,[NED gives ROBERT a What about you? look. They start laughing.],Winterfell,The North,Stark,1,Male
196,196,196,Season 1,S01E01,Winter is Coming,12,196,ROBERT BARATHEON,[NED gives ROBERT a What about you? look. They start laughing.],Winterfell,The North,Baratheon,1,Male
197,197,197,Season 1,S01E01,Winter is Coming,12,197,ROBERT BARATHEON, Cat!,Winterfell,The North,Baratheon,1,Male
198,198,198,Season 1,S01E01,Winter is Coming,12,198,CATELYN STARK, Your Grace.,Winterfell,The North,Stark,1,Female
199,199,199,Season 1,S01E01,Winter is Coming,12,199,ROBERT BARATHEON, Nine years. Why haven't I seen you? Where the hell have you been?,Winterfell,The North,Baratheon,1,Male
200,200,200,Season 1,S01E01,Winter is Coming,12,200,NED STARK," Guarding the North for you, Your Grace. Winterfell is yours.",Winterfell,The North,Stark,1,Male
201,201,201,Season 1,S01E01,Winter is Coming,12,201,CERSEI LANNISTER,[CERSEI and her other children descend from the coach.],Winterfell,The North,Lannister,1,Female
202,202,202,Season 1,S01E01,Winter is Coming,12,202,ARYA STARK, Where's the Imp?,Winterfell,The North,Stark,1,Female
203,203,203,Season 1,S01E01,Winter is Coming,12,203,SANSA STARK, Will you shut up?,Winterfell,The North,Stark,1,Female
204,204,204,Season 1,S01E01,Winter is Coming,12,204,ROBERT BARATHEON," Who have we here? You must be Robb. (To Sansa) My, you're a pretty one. (To Arya) Your name is?",Winterfell,The North,Baratheon,1,Male
205,205,205,Season 1,S01E01,Winter is Coming,12,205,ARYA STARK, Arya.,Winterfell,The North,Stark,1,Female
206,206,206,Season 1,S01E01,Winter is Coming,12,206,ROBERT BARATHEON,ROBERT (to BRAN) Ooh. Show us your muscles. You'll be a soldier.,Winterfell,The North,Baratheon,1,Male
207,207,207,Season 1,S01E01,Winter is Coming,12,207,JAIME LANNISTER,[JAIME removes his helm.],Winterfell,The North,Lannister,1,Male
208,208,208,Season 1,S01E01,Winter is Coming,12,208,ARYA STARK, That's Jaime Lannister. The queen's twin brother.,Winterfell,The North,Stark,1,Female
209,209,209,Season 1,S01E01,Winter is Coming,12,209,SANSA STARK, Would you please shut up.,Winterfell,The North,Stark,1,Female
210,210,210,Season 1,S01E01,Winter is Coming,12,210,CERSEI LANNISTER,[CERSEI approaches.],Winterfell,The North,Lannister,1,Female
211,211,211,Season 1,S01E01,Winter is Coming,12,211,NED STARK, My queen.,Winterfell,The North,Stark,1,Male
212,212,212,Season 1,S01E01,Winter is Coming,12,212,CATELYN STARK, My queen.,Winterfell,The North,Stark,1,Female
213,213,213,Season 1,S01E01,Winter is Coming,12,213,ROBERT BARATHEON, Take me to your crypt. I want to pay my respects.,Winterfell,The North,Baratheon,1,Male
214,214,214,Season 1,S01E01,Winter is Coming,12,214,CERSEI LANNISTER," We've been riding for a month, my love. Surely the dead can wait.",Winterfell,The North,Lannister,1,Female
215,215,215,Season 1,S01E01,Winter is Coming,12,215,ROBERT BARATHEON, Ned.,Winterfell,The North,Baratheon,1,Male
216,216,216,Season 1,S01E01,Winter is Coming,12,216,ARYA STARK, Where's the Imp?,Winterfell,The North,Stark,1,Female
217,217,217,Season 1,S01E01,Winter is Coming,12,217,CERSEI LANNISTER,"[CERSEI, humiliated in front of all, walks back to JAIME.]",Winterfell,The North,Lannister,1,Female
218,218,218,Season 1,S01E01,Winter is Coming,12,218,JAIME LANNISTER,"[CERSEI, humiliated in front of all, walks back to JAIME.]",Winterfell,The North,Lannister,1,Male
219,219,219,Season 1,S01E01,Winter is Coming,12,219,CERSEI LANNISTER, Where is our brother? Go find the little beast.,Winterfell,The North,Lannister,1,Female
220,220,220,Season 1,S01E01,Winter is Coming,13,220,SCRIPT_NOTE,[Scene changes to the crypt.],Winterfell,The North,Other,0,Other
221,221,221,Season 1,S01E01,Winter is Coming,13,221,NED STARK, Tell me about Jon Arryn.,Winterfell,The North,Stark,1,Male
222,222,222,Season 1,S01E01,Winter is Coming,13,222,ROBERT BARATHEON," One minute he was fine, and then Burned right through him, whatever it was. I loved that man.",Winterfell,The North,Baratheon,1,Male
223,223,223,Season 1,S01E01,Winter is Coming,13,223,NED STARK, We both did.,Winterfell,The North,Stark,1,Male
224,224,224,Season 1,S01E01,Winter is Coming,13,224,ROBERT BARATHEON," He never had to teach you much, but me You remember me at 16? All I wanted to do was crack skulls and fuck girls. He showed me what was what.",Winterfell,The North,Baratheon,1,Male
225,225,225,Season 1,S01E01,Winter is Coming,13,225,NED STARK, Aye.,Winterfell,The North,Stark,1,Male
226,226,226,Season 1,S01E01,Winter is Coming,13,226,ROBERT BARATHEON," Don't look at me like that. Not his fault I didn't listen. (They laugh. ROBERT sighs.) I need you, Ned. Down at Kings Landing. Not up here, where you're no damn use to anybody. Lord Eddard Stark, I would name you the Hand of the king.",Winterfell,The North,Baratheon,1,Male
227,227,227,Season 1,S01E01,Winter is Coming,13,227,NED STARK,[NED kneels.],Winterfell,The North,Stark,1,Male
228,228,228,Season 1,S01E01,Winter is Coming,13,228,NED STARK, I'm not worthy of the honor.,Winterfell,The North,Stark,1,Male
229,229,229,Season 1,S01E01,Winter is Coming,13,229,ROBERT BARATHEON," I'm not trying to honor you. I'm trying to get you to run my kingdom while I eat, drink, and whore my way to an early grave. Damn it, Ned, stand up. You helped me win the Iron Throne, now help me keep the damn thing. We were meant to rule together. If your sister had lived, we would have been bound by blood. Well, it's not too late. I have a son, you have a daughter. We'll join our Houses.",Winterfell,The North,Baratheon,1,Male
230,230,230,Season 1,S01E01,Winter is Coming,14,230,JAIME LANNISTER,"[Scene changes to JAIME in the Winterfell settlement. We see Tyrion inside a whorehouse, swilling liquor and laughing as a woman pops into view after servicing him.]",Winterfell,The North,Lannister,1,Male
231,231,231,Season 1,S01E01,Winter is Coming,14,231,TYRION LANNISTER,"[Scene changes to JAIME in the Winterfell settlement. We see Tyrion inside a whorehouse, swilling liquor and laughing as a woman pops into view after servicing him.]",Winterfell,The North,Lannister,1,Male
232,232,232,Season 1,S01E01,Winter is Coming,14,232,TYRION LANNISTER, Mmh. It is true what they say about the Northern girls.,Winterfell,The North,Lannister,1,Male
233,233,233,Season 1,S01E01,Winter is Coming,14,233,ROS, Did you hear the king's in Winterfell?,Winterfell,The North,Other,0,Other
234,234,234,Season 1,S01E01,Winter is Coming,14,234,TYRION LANNISTER, I did hear something about that.,Winterfell,The North,Lannister,1,Male
235,235,235,Season 1,S01E01,Winter is Coming,14,235,ROS, And the queen. And her twin brother. They say that he is the most handsome man in the Seven Kingdoms.,Winterfell,The North,Other,0,Other
236,236,236,Season 1,S01E01,Winter is Coming,14,236,TYRION LANNISTER, And the other brother?,Winterfell,The North,Lannister,1,Male
237,237,237,Season 1,S01E01,Winter is Coming,14,237,ROS, The queen has two brothers?,Winterfell,The North,Other,0,Other
238,238,238,Season 1,S01E01,Winter is Coming,14,238,TYRION LANNISTER, There's the pretty one. And there's the clever one.,Winterfell,The North,Lannister,1,Male
239,239,239,Season 1,S01E01,Winter is Coming,14,239,ROS, I hear they call him the Imp.,Winterfell,The North,Other,0,Other
240,240,240,Season 1,S01E01,Winter is Coming,14,240,TYRION LANNISTER, I hear he hates that nickname.,Winterfell,The North,Lannister,1,Male
241,241,241,Season 1,S01E01,Winter is Coming,14,241,ROS, Oh? I hear he's more than earned it. I hear he's a drunken little lecher into all manner of perversions.,Winterfell,The North,Other,0,Other
242,242,242,Season 1,S01E01,Winter is Coming,14,242,TYRION LANNISTER, Clever girl.,Winterfell,The North,Lannister,1,Male
243,243,243,Season 1,S01E01,Winter is Coming,14,243,ROS," We've been expecting you, Lord Tyrion.",Winterfell,The North,Other,0,Other
244,244,244,Season 1,S01E01,Winter is Coming,14,244,TYRION LANNISTER, Have you?,Winterfell,The North,Lannister,1,Male
245,245,245,Season 1,S01E01,Winter is Coming,14,245,TYRION LANNISTER, The gods gave me one blessing.,Winterfell,The North,Lannister,1,Male
246,246,246,Season 1,S01E01,Winter is Coming,14,246,TYRION LANNISTER,[She climbs on TYRION. JAIME walks in without knocking.],Winterfell,The North,Lannister,1,Male
247,247,247,Season 1,S01E01,Winter is Coming,14,247,JAIME LANNISTER,[She climbs on TYRION. JAIME walks in without knocking.],Winterfell,The North,Lannister,1,Male
248,248,248,Season 1,S01E01,Winter is Coming,14,248,JAIME LANNISTER, Don't get up.,Winterfell,The North,Lannister,1,Male
249,249,249,Season 1,S01E01,Winter is Coming,14,249,ROS, M'lord.,Winterfell,The North,Other,0,Other
250,250,250,Season 1,S01E01,Winter is Coming,14,250,TYRION LANNISTER," Should I explain to you the meaning of a closed door in a whorehouse, brother?",Winterfell,The North,Lannister,1,Male
251,251,251,Season 1,S01E01,Winter is Coming,14,251,JAIME LANNISTER," You've much to teach me, no doubt. But our sister craves your attention.",Winterfell,The North,Lannister,1,Male
252,252,252,Season 1,S01E01,Winter is Coming,14,252,TYRION LANNISTER," She has odd cravings, our sister.",Winterfell,The North,Lannister,1,Male
253,253,253,Season 1,S01E01,Winter is Coming,14,253,JAIME LANNISTER," A family trait. Now, the Starks are feasting us at sundown. Don't leave me alone with these people.",Winterfell,The North,Lannister,1,Male
